Strain	Latitude	Longitude	Day	Month	Year	Source	Country	Province	City	TP2	Date	YearMonth	YearWeek
Italy/CAM-TIGEM-1913/2021	40.8605804	14.8440666	1	1	2021	Cow_Farm	Italy	Campania	0	1	2021-01-01	2021-01	2021-53
Scotland/CVR6495/2021	55.9501953	-3.1875629	3	1	2021	Cow_Farm	United Kingdom	Scotland	0	1	2021-01-03	2021-01	2021-53
Switzerland/SO-ETHZ-440113/2021	47.2069588	7.5333118	2	1	2021	Cow_Farm	Switzerland	Solothurn	0	1	2021-01-02	2021-01	2021-53
Slovenia/MB08-24385/2021	51.5001526	-0.126236	1	1	2021	Cow_Farm	Slovenia	0	0	1	2021-01-01	2021-01	2021-53
Switzerland/SZ-ETHZ-440575/2021	47.0210342	8.6536007	2	1	2021	Cow_Farm	Switzerland	Schwyz	0	1	2021-01-02	2021-01	2021-53
Switzerland/BL-ETHZ-481265/2021	47.501203	7.715625	3	1	2021	Cow_Farm	Switzerland	Basel-Land	0	1	2021-01-03	2021-01	2021-53
Sweden/21-20540/2021	59.3327866	18.0644875	1	1	2021	Cow_Farm	Sweden	Stockholm	0	1	2021-01-01	2021-01	2021-53
Italy/CAM-TIGEM-2614/2021	40.8605804	14.8440666	1	1	2021	Cow_Farm	Italy	Campania	0	1	2021-01-01	2021-01	2021-53
Switzerland/ZH-ETHZ-440530/2021	47.3670006	8.5500002	1	1	2021	Cow_Farm	Switzerland	Z<fc>rich	0	1	2021-01-01	2021-01	2021-53
Italy/CAM-TIGEM-1967/2021	40.8605804	14.8440666	1	1	2021	Cow_Farm	Italy	Campania	0	1	2021-01-01	2021-01	2021-53
Italy/APU-UniFg_F6/2021	40.928005	16.743171	1	1	2021	Cow_Farm	Italy	Apulia	Foggia	1	2021-01-01	2021-01	2021-53
Italy/CAM-TIGEM-1138/2021	40.8605804	14.8440666	1	1	2021	Cow_Farm	Italy	Campania	0	1	2021-01-01	2021-01	2021-53
Italy/CAM-TIGEM-2609/2021	40.8605804	14.8440666	1	1	2021	Cow_Farm	Italy	Campania	0	1	2021-01-01	2021-01	2021-53
Switzerland/ZH-ETHZ-481243/2021	47.3670006	8.5500002	2	1	2021	Cow_Farm	Switzerland	Z<fc>rich	0	1	2021-01-02	2021-01	2021-53
Wales/PHWC-4B29FF/2021	51.481308	-3.1804979	1	1	2021	Cow_Farm	United Kingdom	Wales	0	1	2021-01-01	2021-01	2021-53
Italy/CAM-TIGEM-3621/2021	40.8605804	14.8440666	1	1	2021	Cow_Farm	Italy	Campania	0	1	2021-01-01	2021-01	2021-53
Italy/CAM-TIGEM-3884/2021	40.8605804	14.8440666	1	1	2021	Cow_Farm	Italy	Campania	0	1	2021-01-01	2021-01	2021-53
Wales/PHWC-4B48D2/2021	51.481308	-3.1804979	3	1	2021	Cow_Farm	United Kingdom	Wales	0	1	2021-01-03	2021-01	2021-53
Slovenia/08-027055-MB/2021	51.5001526	-0.126236	1	1	2021	Cow_Farm	Slovenia	0	0	1	2021-01-01	2021-01	2021-53
Portugal/PT2321/2021	55.8761482	12.3121624	3	1	2021	Cow_Farm	Portugal	0	0	1	2021-01-03	2021-01	2021-53
Italy/CAM-TIGEM-3007/2021	40.8605804	14.8440666	1	1	2021	Cow_Farm	Italy	Campania	0	1	2021-01-01	2021-01	2021-53
Italy/CAM-TIGEM-2486/2021	40.8605804	14.8440666	1	1	2021	Cow_Farm	Italy	Campania	0	1	2021-01-01	2021-01	2021-53
Slovenia/08-029206-MB/2021	51.5001526	-0.126236	1	1	2021	Cow_Farm	Slovenia	0	0	1	2021-01-01	2021-01	2021-53
Slovenia/21-002181-LJ/2021	51.5001526	-0.126236	1	1	2021	Cow_Farm	Slovenia	0	0	1	2021-01-01	2021-01	2021-53
Wales/PHWC-4B2B08/2021	51.481308	-3.1804979	2	1	2021	Cow_Farm	United Kingdom	Wales	0	1	2021-01-02	2021-01	2021-53
Switzerland/ZH-ETHZ-440430/2021	47.3670006	8.5500002	1	1	2021	Cow_Farm	Switzerland	Z<fc>rich	0	1	2021-01-01	2021-01	2021-53
Slovenia/17-006408-KR/2021	51.5001526	-0.126236	1	1	2021	Cow_Farm	Slovenia	0	0	1	2021-01-01	2021-01	2021-53
Italy/CAM-INTPas-C8/2021	40.8605804	14.8440666	1	1	2021	Cow_Farm	Italy	Campania	0	1	2021-01-01	2021-01	2021-53
Germany/ST-MD697/2021	52.0131493	11.7006187	1	1	2021	Cow_Farm	Germany	Saxony-Anhalt	0	1	2021-01-01	2021-01	2021-53
Switzerland/BS-ETHZ-440420/2021	47.5648575	7.6152802	1	1	2021	Cow_Farm	Switzerland	Basel-Stadt	0	1	2021-01-01	2021-01	2021-53
Slovenia/21-2560/2021	46.1655426	14.3066072	1	1	2021	Cow_Farm	Slovenia	Skofija Loka	0	1	2021-01-01	2021-01	2021-53
NorthernIreland/NIRE-245C09/2021	54.6089058	-6.6949229	2	1	2021	Cow_Farm	United Kingdom	Northern Ireland	0	1	2021-01-02	2021-01	2021-53
Italy/CAM-TIGEM-2307/2021	40.8605804	14.8440666	1	1	2021	Cow_Farm	Italy	Campania	0	1	2021-01-01	2021-01	2021-53
Italy/CAM-TIGEM-2089/2021	40.8605804	14.8440666	1	1	2021	Cow_Farm	Italy	Campania	0	1	2021-01-01	2021-01	2021-53
Switzerland/ZH-ETHZ-440696/2021	47.3670006	8.5500002	3	1	2021	Cow_Farm	Switzerland	Z<fc>rich	0	1	2021-01-03	2021-01	2021-53
Slovenia/MB08-26497/2021	51.5001526	-0.126236	1	1	2021	Cow_Farm	Slovenia	0	0	1	2021-01-01	2021-01	2021-53
Italy/CAM-TIGEM-2799/2021	40.8605804	14.8440666	1	1	2021	Cow_Farm	Italy	Campania	0	1	2021-01-01	2021-01	2021-53
Lithuania/ID6426/2021	54.8228683	25.2349491	3	1	2021	Cow_Farm	Lithuania	Vilniaus Apskritis	0	1	2021-01-03	2021-01	2021-53
Italy/CAM-TIGEM-3465/2021	40.8605804	14.8440666	1	1	2021	Cow_Farm	Italy	Campania	0	1	2021-01-01	2021-01	2021-53
Switzerland/BE-ETHZ-481287/2021	46.9480019	7.4481311	3	1	2021	Cow_Farm	Switzerland	Bern	0	1	2021-01-03	2021-01	2021-53
Italy/CAM-TIGEM-3266/2021	40.8605804	14.8440666	1	1	2021	Cow_Farm	Italy	Campania	0	1	2021-01-01	2021-01	2021-53
Italy/CAM-TIGEM-3837/2021	40.8605804	14.8440666	1	1	2021	Cow_Farm	Italy	Campania	0	1	2021-01-01	2021-01	2021-53
Sweden/21-00146/2021	55.7999992	13.6169996	1	1	2021	Cow_Farm	Sweden	Skane	0	1	2021-01-01	2021-01	2021-53
Switzerland/ZH-ETHZ-440559/2021	47.3670006	8.5500002	2	1	2021	Cow_Farm	Switzerland	Z<fc>rich	0	1	2021-01-02	2021-01	2021-53
Italy/CAM-TIGEM-3062/2021	40.8605804	14.8440666	1	1	2021	Cow_Farm	Italy	Campania	0	1	2021-01-01	2021-01	2021-53
Slovenia/08-030055-MB/2021	51.5001526	-0.126236	1	1	2021	Cow_Farm	Slovenia	0	0	1	2021-01-01	2021-01	2021-53
Luxembourg/LNS1668127/2021	49.889965	5.457335	2	1	2021	Cow_Farm	Luxembourg	Luxembourg	0	1	2021-01-02	2021-01	2021-53
Italy/CAM-TIGEM-3844/2021	40.8605804	14.8440666	1	1	2021	Cow_Farm	Italy	Campania	0	1	2021-01-01	2021-01	2021-53
Italy/CAM-TIGEM-3448/2021	40.8605804	14.8440666	1	1	2021	Cow_Farm	Italy	Campania	0	1	2021-01-01	2021-01	2021-53
Italy/CAM-TIGEM-3706/2021	40.8605804	14.8440666	1	1	2021	Cow_Farm	Italy	Campania	0	1	2021-01-01	2021-01	2021-53
Lithuania/ID6380/2021	54.8228683	25.2349491	1	1	2021	Cow_Farm	Lithuania	Vilniaus Apskritis	0	1	2021-01-01	2021-01	2021-53
Scotland/QEUH-D9ADF8/2021	55.9501953	-3.1875629	1	1	2021	Cow_Farm	United Kingdom	Scotland	0	1	2021-01-01	2021-01	2021-53
Italy/CAM-TIGEM-4206/2021	40.8605804	14.8440666	1	1	2021	Cow_Farm	Italy	Campania	0	1	2021-01-01	2021-01	2021-53
Slovenia/MB08-25853/2021	51.5001526	-0.126236	1	1	2021	Cow_Farm	Slovenia	0	0	1	2021-01-01	2021-01	2021-53
Luxembourg/LNS4741767/2021	49.889965	5.457335	3	1	2021	Cow_Farm	Luxembourg	Luxembourg	0	1	2021-01-03	2021-01	2021-53
Slovenia/08-028393-MB/2021	51.5001526	-0.126236	1	1	2021	Cow_Farm	Slovenia	0	0	1	2021-01-01	2021-01	2021-53
Wales/PHWC-4B4562/2021	51.481308	-3.1804979	2	1	2021	Cow_Farm	United Kingdom	Wales	0	1	2021-01-02	2021-01	2021-53
Switzerland/SO-ETHZ-440107/2021	47.2069588	7.5333118	2	1	2021	Cow_Farm	Switzerland	Solothurn	0	1	2021-01-02	2021-01	2021-53
Slovenia/08-028990-MB/2021	51.5001526	-0.126236	1	1	2021	Cow_Farm	Slovenia	0	0	1	2021-01-01	2021-01	2021-53
Italy/CAM-TIGEM-2386/2021	40.8605804	14.8440666	1	1	2021	Cow_Farm	Italy	Campania	0	1	2021-01-01	2021-01	2021-53
Switzerland/SO-ETHZ-440755/2021	47.2069588	7.5333118	3	1	2021	Cow_Farm	Switzerland	Solothurn	0	1	2021-01-03	2021-01	2021-53
Slovenia/17-009730-CE/2021	51.5001526	-0.126236	1	1	2021	Cow_Farm	Slovenia	0	0	1	2021-01-01	2021-01	2021-53
Italy/CAM-TIGEM-3000/2021	40.8605804	14.8440666	1	1	2021	Cow_Farm	Italy	Campania	0	1	2021-01-01	2021-01	2021-53
Italy/CAM-TIGEM-3470/2021	40.8605804	14.8440666	1	1	2021	Cow_Farm	Italy	Campania	0	1	2021-01-01	2021-01	2021-53
Switzerland/ZH-ETHZ-440429/2021	47.3670006	8.5500002	1	1	2021	Cow_Farm	Switzerland	Z<fc>rich	0	1	2021-01-01	2021-01	2021-53
Spain/MD-IBV-99012893/2021	40.4166908	-3.700346	2	1	2021	Cow_Farm	Spain	Madrid	Madrid	1	2021-01-02	2021-01	2021-53
Italy/CAM-TIGEM-2485/2021	40.8605804	14.8440666	1	1	2021	Cow_Farm	Italy	Campania	0	1	2021-01-01	2021-01	2021-53
Italy/CAM-TIGEM-1727/2021	40.8605804	14.8440666	1	1	2021	Cow_Farm	Italy	Campania	0	1	2021-01-01	2021-01	2021-53
Slovenia/MB08-26746/2021	51.5001526	-0.126236	1	1	2021	Cow_Farm	Slovenia	0	0	1	2021-01-01	2021-01	2021-53
Italy/CAM-TIGEM-4208/2021	40.8605804	14.8440666	1	1	2021	Cow_Farm	Italy	Campania	0	1	2021-01-01	2021-01	2021-53
Italy/CAM-TIGEM-4118/2021	40.8605804	14.8440666	1	1	2021	Cow_Farm	Italy	Campania	0	1	2021-01-01	2021-01	2021-53
Italy/CAM-TIGEM-2801/2021	40.8605804	14.8440666	1	1	2021	Cow_Farm	Italy	Campania	0	1	2021-01-01	2021-01	2021-53
Slovenia/MB08-26385/2021	51.5001526	-0.126236	1	1	2021	Cow_Farm	Slovenia	0	0	1	2021-01-01	2021-01	2021-53
Switzerland/LU-ETHZ-440082/2021	47.0455399	8.308013	2	1	2021	Cow_Farm	Switzerland	Lucerne	0	1	2021-01-02	2021-01	2021-53
Slovenia/5C-006704-KP/2021	51.5001526	-0.126236	1	1	2021	Cow_Farm	Slovenia	0	0	1	2021-01-01	2021-01	2021-53
Italy/CAM-TIGEM-3484/2021	40.8605804	14.8440666	1	1	2021	Cow_Farm	Italy	Campania	0	1	2021-01-01	2021-01	2021-53
Spain/MD-IBV-99012891/2021	40.4166908	-3.700346	2	1	2021	Cow_Farm	Spain	Madrid	Madrid	1	2021-01-02	2021-01	2021-53
Italy/CAM-TIGEM-1909/2021	40.8605804	14.8440666	1	1	2021	Cow_Farm	Italy	Campania	0	1	2021-01-01	2021-01	2021-53
Italy/CAM-TIGEM-2622/2021	40.8605804	14.8440666	1	1	2021	Cow_Farm	Italy	Campania	0	1	2021-01-01	2021-01	2021-53
Italy/CAM-TIGEM-3630/2021	40.8605804	14.8440666	1	1	2021	Cow_Farm	Italy	Campania	0	1	2021-01-01	2021-01	2021-53
Slovenia/17-009206-CE/2021	51.5001526	-0.126236	1	1	2021	Cow_Farm	Slovenia	0	0	1	2021-01-01	2021-01	2021-53
Scotland/QEUH-DD2E1F/2021	55.9501953	-3.1875629	2	1	2021	Cow_Farm	United Kingdom	Scotland	0	1	2021-01-02	2021-01	2021-53
Italy/CAM-TIGEM-2984/2021	40.8605804	14.8440666	1	1	2021	Cow_Farm	Italy	Campania	0	1	2021-01-01	2021-01	2021-53
Italy/CAM-TIGEM-3304/2021	40.8605804	14.8440666	1	1	2021	Cow_Farm	Italy	Campania	0	1	2021-01-01	2021-01	2021-53
Italy/CAM-TIGEM-2040/2021	40.8605804	14.8440666	1	1	2021	Cow_Farm	Italy	Campania	0	1	2021-01-01	2021-01	2021-53
Italy/CAM-TIGEM-3197/2021	40.8605804	14.8440666	1	1	2021	Cow_Farm	Italy	Campania	0	1	2021-01-01	2021-01	2021-53
Italy/CAM-TIGEM-2433/2021	40.8605804	14.8440666	1	1	2021	Cow_Farm	Italy	Campania	0	1	2021-01-01	2021-01	2021-53
Wales/PHWC-4B57A7/2021	51.481308	-3.1804979	1	1	2021	Cow_Farm	United Kingdom	Wales	0	1	2021-01-01	2021-01	2021-53
Switzerland/BE-ETHZ-440606/2021	46.9480019	7.4481311	2	1	2021	Cow_Farm	Switzerland	Bern	0	1	2021-01-02	2021-01	2021-53
Wales/PHWC-4B378B/2021	51.481308	-3.1804979	2	1	2021	Cow_Farm	United Kingdom	Wales	0	1	2021-01-02	2021-01	2021-53
Switzerland/NE-ETHZ-440555/2021	46.9920044	6.9309211	2	1	2021	Cow_Farm	Switzerland	Neuch<e2>tel	0	1	2021-01-02	2021-01	2021-53
Slovenia/17-010814-CE/2021	51.5001526	-0.126236	1	1	2021	Cow_Farm	Slovenia	0	0	1	2021-01-01	2021-01	2021-53
Slovenia/08-030118-MB/2021	51.5001526	-0.126236	1	1	2021	Cow_Farm	Slovenia	0	0	1	2021-01-01	2021-01	2021-53
Spain/CL-MS6806/2021	41.7512932	-4.7886071	3	1	2021	Cow_Farm	Spain	Castilla y Leon	0	1	2021-01-03	2021-01	2021-53
Italy/CAM-TIGEM-3719/2021	40.8605804	14.8440666	1	1	2021	Cow_Farm	Italy	Campania	0	1	2021-01-01	2021-01	2021-53
Italy/CAM-TIGEM-2636/2021	40.8605804	14.8440666	1	1	2021	Cow_Farm	Italy	Campania	0	1	2021-01-01	2021-01	2021-53
Wales/ALDP-EF11C5/2021	51.481308	-3.1804979	3	1	2021	Cow_Farm	United Kingdom	Wales	0	1	2021-01-03	2021-01	2021-53
Italy/CAM-TIGEM-2760/2021	40.8605804	14.8440666	1	1	2021	Cow_Farm	Italy	Campania	0	1	2021-01-01	2021-01	2021-53
Wales/ALDP-E883AF/2021	51.481308	-3.1804979	2	1	2021	Cow_Farm	United Kingdom	Wales	0	1	2021-01-02	2021-01	2021-53
Lithuania/ID6362/2021	54.8228683	25.2349491	1	1	2021	Cow_Farm	Lithuania	Vilniaus Apskritis	0	1	2021-01-01	2021-01	2021-53
Slovenia/MB_8285/2021	51.5001526	-0.126236	1	1	2021	Cow_Farm	Slovenia	0	0	1	2021-01-01	2021-01	2021-53
Switzerland/ZH-ETHZ-481246/2021	47.3670006	8.5500002	2	1	2021	Cow_Farm	Switzerland	Z<fc>rich	0	1	2021-01-02	2021-01	2021-53
Wales/PHWC-4B6463/2021	51.481308	-3.1804979	2	1	2021	Cow_Farm	United Kingdom	Wales	0	1	2021-01-02	2021-01	2021-53
Lithuania/ID6476/2021	54.8228683	25.2349491	2	1	2021	Cow_Farm	Lithuania	Vilniaus Apskritis	0	1	2021-01-02	2021-01	2021-53
Italy/CAM-TIGEM-1097/2021	40.8605804	14.8440666	1	1	2021	Cow_Farm	Italy	Campania	0	1	2021-01-01	2021-01	2021-53
Slovenia/17-011067-CE/2021	51.5001526	-0.126236	1	1	2021	Cow_Farm	Slovenia	0	0	1	2021-01-01	2021-01	2021-53
Italy/CAM-TIGEM-2552/2021	40.8605804	14.8440666	1	1	2021	Cow_Farm	Italy	Campania	0	1	2021-01-01	2021-01	2021-53
Italy/CAM-TIGEM-2852/2021	40.8605804	14.8440666	1	1	2021	Cow_Farm	Italy	Campania	0	1	2021-01-01	2021-01	2021-53
Switzerland/ZH-ETHZ-440506/2021	47.3670006	8.5500002	1	1	2021	Cow_Farm	Switzerland	Z<fc>rich	0	1	2021-01-01	2021-01	2021-53
Wales/ALDP-F4A487/2021	51.481308	-3.1804979	3	1	2021	Cow_Farm	United Kingdom	Wales	0	1	2021-01-03	2021-01	2021-53
Italy/CAM-TIGEM-3401/2021	40.8605804	14.8440666	1	1	2021	Cow_Farm	Italy	Campania	0	1	2021-01-01	2021-01	2021-53
Italy/CAM-TIGEM-3541/2021	40.8605804	14.8440666	1	1	2021	Cow_Farm	Italy	Campania	0	1	2021-01-01	2021-01	2021-53
Italy/CAM-TIGEM-4095/2021	40.8605804	14.8440666	1	1	2021	Cow_Farm	Italy	Campania	0	1	2021-01-01	2021-01	2021-53
Italy/CAM-TIGEM-1767/2021	40.8605804	14.8440666	1	1	2021	Cow_Farm	Italy	Campania	0	1	2021-01-01	2021-01	2021-53
Italy/CAM-TIGEM-3058/2021	40.8605804	14.8440666	1	1	2021	Cow_Farm	Italy	Campania	0	1	2021-01-01	2021-01	2021-53
Italy/CAM-TIGEM-3874/2021	40.8605804	14.8440666	1	1	2021	Cow_Farm	Italy	Campania	0	1	2021-01-01	2021-01	2021-53
Italy/CAM-TIGEM-3350/2021	40.8605804	14.8440666	1	1	2021	Cow_Farm	Italy	Campania	0	1	2021-01-01	2021-01	2021-53
Switzerland/TG-ETHZ-440767/2021	47.57414	9.05158	3	1	2021	Cow_Farm	Switzerland	Thurgau	0	1	2021-01-03	2021-01	2021-53
Italy/CAM-TIGEM-2271/2021	40.8605804	14.8440666	1	1	2021	Cow_Farm	Italy	Campania	0	1	2021-01-01	2021-01	2021-53
Italy/CAM-TIGEM-3199/2021	40.8605804	14.8440666	1	1	2021	Cow_Farm	Italy	Campania	0	1	2021-01-01	2021-01	2021-53
Italy/CAM-TIGEM-2403/2021	40.8605804	14.8440666	1	1	2021	Cow_Farm	Italy	Campania	0	1	2021-01-01	2021-01	2021-53
Germany/NI-RKI-I-014801/2021	52.645877	9.750942	3	1	2021	Cow_Farm	Germany	Niedersachsen	0	1	2021-01-03	2021-01	2021-53
Slovenia/08-029804-MB/2021	51.5001526	-0.126236	1	1	2021	Cow_Farm	Slovenia	0	0	1	2021-01-01	2021-01	2021-53
Slovenia/90-005591-NM/2021	51.5001526	-0.126236	1	1	2021	Cow_Farm	Slovenia	0	0	1	2021-01-01	2021-01	2021-53
Germany/NI-ChVir22088/2021	52.645877	9.750942	1	1	2021	Cow_Farm	Germany	Niedersachsen	0	1	2021-01-01	2021-01	2021-53
Italy/CAM-TIGEM-2483/2021	40.8605804	14.8440666	1	1	2021	Cow_Farm	Italy	Campania	0	1	2021-01-01	2021-01	2021-53
Italy/CAM-TIGEM-3549/2021	40.8605804	14.8440666	1	1	2021	Cow_Farm	Italy	Campania	0	1	2021-01-01	2021-01	2021-53
Switzerland/ZH-ETHZ-440509/2021	47.3670006	8.5500002	1	1	2021	Cow_Farm	Switzerland	Z<fc>rich	0	1	2021-01-01	2021-01	2021-53
Italy/CAM-TIGEM-3640/2021	40.8605804	14.8440666	1	1	2021	Cow_Farm	Italy	Campania	0	1	2021-01-01	2021-01	2021-53
Wales/PHWC-4B37E5/2021	51.481308	-3.1804979	2	1	2021	Cow_Farm	United Kingdom	Wales	0	1	2021-01-02	2021-01	2021-53
Netherlands/GE-EMC-495/2021	52.0617256	5.9390802	3	1	2021	Cow_Farm	Netherlands	Gelderland	0	1	2021-01-03	2021-01	2021-53
Italy/CAM-TIGEM-2502/2021	40.8605804	14.8440666	1	1	2021	Cow_Farm	Italy	Campania	0	1	2021-01-01	2021-01	2021-53
Slovenia/90-005493-NM/2021	51.5001526	-0.126236	1	1	2021	Cow_Farm	Slovenia	0	0	1	2021-01-01	2021-01	2021-53
Italy/CAM-TIGEM-3552/2021	40.8605804	14.8440666	1	1	2021	Cow_Farm	Italy	Campania	0	1	2021-01-01	2021-01	2021-53
Slovenia/08-028019-MB/2021	51.5001526	-0.126236	1	1	2021	Cow_Farm	Slovenia	0	0	1	2021-01-01	2021-01	2021-53
Slovenia/08-028919-MB/2021	51.5001526	-0.126236	1	1	2021	Cow_Farm	Slovenia	0	0	1	2021-01-01	2021-01	2021-53
Italy/CAM-TIGEM-2023/2021	40.8605804	14.8440666	1	1	2021	Cow_Farm	Italy	Campania	0	1	2021-01-01	2021-01	2021-53
Switzerland/SO-ETHZ-440738/2021	47.2069588	7.5333118	3	1	2021	Cow_Farm	Switzerland	Solothurn	0	1	2021-01-03	2021-01	2021-53
Slovenia/17-009405-CE/2021	51.5001526	-0.126236	1	1	2021	Cow_Farm	Slovenia	0	0	1	2021-01-01	2021-01	2021-53
Italy/CAM-TIGEM-3543/2021	40.8605804	14.8440666	1	1	2021	Cow_Farm	Italy	Campania	0	1	2021-01-01	2021-01	2021-53
Italy/CAM-TIGEM-2426/2021	40.8605804	14.8440666	1	1	2021	Cow_Farm	Italy	Campania	0	1	2021-01-01	2021-01	2021-53
Italy/CAM-TIGEM-3076/2021	40.8605804	14.8440666	1	1	2021	Cow_Farm	Italy	Campania	0	1	2021-01-01	2021-01	2021-53
Italy/CAM-TIGEM-4512/2021	40.8605804	14.8440666	1	1	2021	Cow_Farm	Italy	Campania	0	1	2021-01-01	2021-01	2021-53
Netherlands/FR-RIVM-10282/2021	53.0672188	5.8066459	1	1	2021	Cow_Farm	Netherlands	Friesland	0	1	2021-01-01	2021-01	2021-53
Italy/CAM-TIGEM-2241/2021	40.8605804	14.8440666	1	1	2021	Cow_Farm	Italy	Campania	0	1	2021-01-01	2021-01	2021-53
Scotland/CVR6485/2021	55.9501953	-3.1875629	1	1	2021	Cow_Farm	United Kingdom	Scotland	0	1	2021-01-01	2021-01	2021-53
Italy/CAM-TIGEM-3871/2021	40.8605804	14.8440666	1	1	2021	Cow_Farm	Italy	Campania	0	1	2021-01-01	2021-01	2021-53
Netherlands/FR-RIVM-10068/2021	53.0672188	5.8066459	3	1	2021	Cow_Farm	Netherlands	Friesland	0	1	2021-01-03	2021-01	2021-53
Spain/MD-IBV-99012895/2021	40.4166908	-3.700346	2	1	2021	Cow_Farm	Spain	Madrid	Estremera	1	2021-01-02	2021-01	2021-53
Slovenia/17-009914-CE/2021	51.5001526	-0.126236	1	1	2021	Cow_Farm	Slovenia	0	0	1	2021-01-01	2021-01	2021-53
Italy/CAM-TIGEM-2001/2021	40.8605804	14.8440666	1	1	2021	Cow_Farm	Italy	Campania	0	1	2021-01-01	2021-01	2021-53
Switzerland/SO-ETHZ-440063/2021	47.2069588	7.5333118	1	1	2021	Cow_Farm	Switzerland	Solothurn	0	1	2021-01-01	2021-01	2021-53
Switzerland/ZH-ETHZ-440449/2021	47.3670006	8.5500002	1	1	2021	Cow_Farm	Switzerland	Z<fc>rich	0	1	2021-01-01	2021-01	2021-53
Italy/CAM-TIGEM-4158/2021	40.8605804	14.8440666	1	1	2021	Cow_Farm	Italy	Campania	0	1	2021-01-01	2021-01	2021-53
Italy/CAM-TIGEM-2362/2021	40.8605804	14.8440666	1	1	2021	Cow_Farm	Italy	Campania	0	1	2021-01-01	2021-01	2021-53
Italy/CAM-TIGEM-3366/2021	40.8605804	14.8440666	1	1	2021	Cow_Farm	Italy	Campania	0	1	2021-01-01	2021-01	2021-53
Switzerland/AG-ETHZ-440038/2021	47.436517	8.144788	1	1	2021	Cow_Farm	Switzerland	Aargau	0	1	2021-01-01	2021-01	2021-53
Italy/CAM-TIGEM-615/2021	40.8605804	14.8440666	1	1	2021	Cow_Farm	Italy	Campania	0	1	2021-01-01	2021-01	2021-53
Slovenia/08-027648-MB/2021	51.5001526	-0.126236	1	1	2021	Cow_Farm	Slovenia	0	0	1	2021-01-01	2021-01	2021-53
Scotland/QEUH-E48095/2021	55.9501953	-3.1875629	3	1	2021	Cow_Farm	United Kingdom	Scotland	0	1	2021-01-03	2021-01	2021-53
Italy/CAM-TIGEM-3444/2021	40.8605804	14.8440666	1	1	2021	Cow_Farm	Italy	Campania	0	1	2021-01-01	2021-01	2021-53
Italy/CAM-TIGEM-2348/2021	40.8605804	14.8440666	1	1	2021	Cow_Farm	Italy	Campania	0	1	2021-01-01	2021-01	2021-53
Italy/CAM-TIGEM-4167/2021	40.8605804	14.8440666	1	1	2021	Cow_Farm	Italy	Campania	0	1	2021-01-01	2021-01	2021-53
Italy/CAM-TIGEM-3739/2021	40.8605804	14.8440666	1	1	2021	Cow_Farm	Italy	Campania	0	1	2021-01-01	2021-01	2021-53
Italy/CAM-TIGEM-3023/2021	40.8605804	14.8440666	1	1	2021	Cow_Farm	Italy	Campania	0	1	2021-01-01	2021-01	2021-53
Italy/CAM-TIGEM-2118/2021	40.8605804	14.8440666	1	1	2021	Cow_Farm	Italy	Campania	0	1	2021-01-01	2021-01	2021-53
Italy/CAM-TIGEM-3675/2021	40.8605804	14.8440666	1	1	2021	Cow_Farm	Italy	Campania	0	1	2021-01-01	2021-01	2021-53
Slovenia/08-029304-MB/2021	51.5001526	-0.126236	1	1	2021	Cow_Farm	Slovenia	0	0	1	2021-01-01	2021-01	2021-53
Switzerland/ZH-ETHZ-481239/2021	47.3670006	8.5500002	2	1	2021	Cow_Farm	Switzerland	Z<fc>rich	0	1	2021-01-02	2021-01	2021-53
Italy/CAM-TIGEM-2051/2021	40.8605804	14.8440666	1	1	2021	Cow_Farm	Italy	Campania	0	1	2021-01-01	2021-01	2021-53
Italy/CAM-TIGEM-2563/2021	40.8605804	14.8440666	1	1	2021	Cow_Farm	Italy	Campania	0	1	2021-01-01	2021-01	2021-53
Italy/CAM-COTUGNO-18765/2021	40.8605804	14.8440666	1	1	2021	Cow_Farm	Italy	Campania	0	1	2021-01-01	2021-01	2021-53
Lithuania/ID6614/2021	54.8228683	25.2349491	3	1	2021	Cow_Farm	Lithuania	Vilniaus Apskritis	0	1	2021-01-03	2021-01	2021-53
Slovenia/90-005571-NM/2021	51.5001526	-0.126236	1	1	2021	Cow_Farm	Slovenia	0	0	1	2021-01-01	2021-01	2021-53
Scotland/CVR6484/2021	55.9501953	-3.1875629	1	1	2021	Cow_Farm	United Kingdom	Scotland	0	1	2021-01-01	2021-01	2021-53
Mayotte/IPP01151/2021	-12.8230705	45.1441307	1	1	2021	Cow_Farm	France	Mayotte	Mamoudzou	1	2021-01-01	2021-01	2021-53
Italy/CAM-TIGEM-2690/2021	40.8605804	14.8440666	1	1	2021	Cow_Farm	Italy	Campania	0	1	2021-01-01	2021-01	2021-53
Netherlands/GR-RIVM-11495/2021	53.2144699	6.5664811	2	1	2021	Cow_Farm	Netherlands	Groningen	0	1	2021-01-02	2021-01	2021-53
Italy/CAM-TIGEM-3686/2021	40.8605804	14.8440666	1	1	2021	Cow_Farm	Italy	Campania	0	1	2021-01-01	2021-01	2021-53
Wales/PHWC-4B1D30/2021	51.481308	-3.1804979	2	1	2021	Cow_Farm	United Kingdom	Wales	0	1	2021-01-02	2021-01	2021-53
Italy/CAM-TIGEM-3575/2021	40.8605804	14.8440666	1	1	2021	Cow_Farm	Italy	Campania	0	1	2021-01-01	2021-01	2021-53
